title,category,content_raw,content_clean,is_ai,char_count,raw_length,sentence_count,avg_sentence_len,sentence_len_std,total_tokens,noun_count,verb_count,adjective_count,adverb_count,josa_count,noun_ratio,verb_ratio,adjective_ratio,adverb_ratio,josa_ratio,noun_density,josa_density,friendly_ending_count,llm_style_count,period_count,exclamation_count,question_count,tilde_count,punctuation_ratio
2019년 8월 일상 이야기 (1) - 서울 나들이,맛집_리뷰,8월은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,8월은 가볍게 들른 곳인데 은근 기억에 남았어요. 메뉴가 깔끔하고 직원분들도 친절해서 편하게 먹고 왔습니다. 재방문 의사 있어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,97,127,5,19.4,5.607138307550474,46,15,8,8,0,7,0.32608695652173914,0.17391304347826086,0.17391304347826086,0.0,0.15217391304347827,0.15463917525773196,0.07216494845360824,1,0,5,0,0,0,0.05154639175257732
2019년 4월의 일상_늦게 쓰는 4월 일기,맛집_리뷰,근처에서 밥 먹을 곳 찾다가 4월의 일상_늦게에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 기대보다,근처에서 밥 먹을 곳 찾다가 4월의 일상 늦게에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 기대보다,1,92,121,5,18.4,7.337574531137657,46,18,7,6,0,7,0.391304347826087,0.15217391304347827,0.13043478260869565,0.0,0.15217391304347827,0.1956521739130435,0.07608695652173914,2,0,4,0,0,0,0.043478260869565216
[내돈내산] 아이폰12Pro그래파이트 256GB 주문/배송 후기 #11... ,상품_리뷰,"내돈내산 아이폰12Pro그래파이트는 직접 써보니 장단점이 분명했어요. 그래도 가격이나 사용감까지 생각하면 꽤 무난했고, 필요한 분들께는 참고가 될 것 같아요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.",내돈내산 아이폰12Pro그래파이트는 직접 써보니 장단점이 분명했어요. 그래도 가격이나 사용감까지 생각하면 꽤 무난했고 필요한 분들께는 참고가 될 것 같아요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,1,96,120,3,32.0,4.546060565661952,47,17,8,7,1,6,0.3617021276595745,0.1702127659574468,0.14893617021276595,0.02127659574468085,0.1276595744680851,0.17708333333333334,0.0625,3,0,3,0,0,0,0.03125
내돈내산 아이폰11프로맥스케이스 Fur퍼케이스 이쁨주의♡,상품_리뷰,"가볍게 내돈내산 아이폰11프로맥스케이스는 가볍게 써보기 좋은 제품이었어요. 기대를 너무 크게 하지 않으면 만족도가 높고, 실사용 기준으로는 꽤 괜찮게 느껴졌답니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.",가볍게 내돈내산 아이폰11프로맥스케이스는 가볍게 써보기 좋은 제품이었어요. 기대를 너무 크게 하지 않으면 만족도가 높고 실사용 기준으로는 꽤 괜찮게 느껴졌답니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,1,95,120,3,31.666666666666668,6.182412330330469,48,19,8,5,2,7,0.3958333333333333,0.16666666666666666,0.10416666666666667,0.041666666666666664,0.14583333333333334,0.2,0.07368421052631578,1,0,3,0,0,0,0.031578947368421054
아이폰11pro/ 김혜수 아르노 폰 스트랩/ 내돈내산후기,상품_리뷰,이번에 아이폰11pro 김혜수 사용해보니 처음 기대했던 것보다 만족도가 괜찮았어요. 큰 단점은 없었고 일상에서 쓰기 편해서 당분간 계속 써볼 생각입니다. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,이번에 아이폰11pro 김혜수 사용해보니 처음 기대했던 것보다 만족도가 괜찮았어요. 큰 단점은 없었고 일상에서 쓰기 편해서 당분간 계속 써볼 생각입니다. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,1,93,119,3,31.0,5.0990195135927845,45,19,4,7,1,9,0.4222222222222222,0.08888888888888889,0.15555555555555556,0.022222222222222223,0.2,0.20430107526881722,0.0967741935483871,1,0,3,0,0,0,0.03225806451612903
리뷰 :: 아이폰11프로케이스 내돈내산 후기,상품_리뷰,"이번에 아이폰11프로케이스 내돈내산은 가볍게 써보기 좋은 제품이었어요. 기대를 너무 크게 하지 않으면 만족도가 높고, 실사용 기준으로는 꽤 괜찮게 느껴졌답니다. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.",이번에 아이폰11프로케이스 내돈내산은 가볍게 써보기 좋은 제품이었어요. 기대를 너무 크게 하지 않으면 만족도가 높고 실사용 기준으로는 꽤 괜찮게 느껴졌답니다. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요.,1,96,122,3,32.0,4.546060565661952,49,20,6,6,2,9,0.40816326530612246,0.12244897959183673,0.12244897959183673,0.04081632653061224,0.1836734693877551,0.20833333333333334,0.09375,2,0,3,0,0,0,0.03125
"나도샀다이거야, 아이폰11pro256, 블루폰, 내돈내산... ",상품_리뷰,"나도샀다이거야 아이폰11pro256는 가볍게 써보기 좋은 제품이었어요. 기대를 너무 크게 하지 않으면 만족도가 높고, 실사용 기준으로는 꽤 괜찮게 느껴졌답니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.",나도샀다이거야 아이폰11pro256는 가볍게 써보기 좋은 제품이었어요. 기대를 너무 크게 하지 않으면 만족도가 높고 실사용 기준으로는 꽤 괜찮게 느껴졌답니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,1,94,118,3,31.333333333333332,6.018490028422596,44,14,11,4,2,6,0.3181818181818182,0.25,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.14893617021276595,0.06382978723404255,1,0,3,0,0,0,0.031914893617021274
"&lt;내돈내산&gt; 아이폰, 에이팟프로 애플케어플러스 가입하기... ",상품_리뷰,며칠 동안 &lt;내돈내산&gt;를 써봤는데 생각보다 손이 자주 가더라고요. 사용법도 어렵지 않고 마감도 괜찮아서 전체적으로 만족했어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,며칠 동안 내돈내산 를 써봤는데 생각보다 손이 자주 가더라고요. 사용법도 어렵지 않고 마감도 괜찮아서 전체적으로 만족했어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,95,124,4,23.75,3.2691742076555053,47,19,8,6,0,7,0.40425531914893614,0.1702127659574468,0.1276595744680851,0.0,0.14893617021276595,0.2,0.07368421052631578,3,0,4,0,0,0,0.042105263157894736
2020년 연말정산 소득공제 달라진 점 알아보기!,전문_정보,연말정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,연말정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,96,126,4,24.0,4.527692569068709,47,19,9,6,0,7,0.40425531914893614,0.19148936170212766,0.1276595744680851,0.0,0.14893617021276595,0.19791666666666666,0.07291666666666667,2,0,4,0,0,0,0.041666666666666664
"[비젠트로] 2020년 연말정산, ' 커진 혜택' 공제 항목 알아보기",전문_정보,비젠트로를 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,비젠트로를 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,95,129,4,23.75,4.493050188902857,49,20,9,6,1,7,0.40816326530612246,0.1836734693877551,0.12244897959183673,0.02040816326530612,0.14285714285714285,0.21052631578947367,0.07368421052631578,3,0,4,0,0,0,0.042105263157894736
"2020년 연말정산, 13일의 월급 알차게 챙기자!",전문_정보,"요즘 연말정산 때문에 생각이 많았는데, 직접 해보니 생각보다 어렵지 않았어요. 천천히 정리하니 마음도 조금 편해진 느낌입니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.",요즘 연말정산 때문에 생각이 많았는데 직접 해보니 생각보다 어렵지 않았어요. 천천히 정리하니 마음도 조금 편해진 느낌입니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,1,97,127,4,24.25,5.165994579942956,47,19,8,5,2,8,0.40425531914893614,0.1702127659574468,0.10638297872340426,0.0425531914893617,0.1702127659574468,0.1958762886597938,0.08247422680412371,1,0,4,0,0,0,0.041237113402061855
[연말 정산]2020년 연말 정산 코로나 특별 공제.,전문_정보,연말 정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,연말 정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,1,95,124,4,23.75,4.322904116447646,48,16,10,5,1,10,0.3333333333333333,0.20833333333333334,0.10416666666666667,0.020833333333333332,0.20833333333333334,0.16842105263157894,0.10526315789473684,1,0,4,0,0,0,0.042105263157894736
2020년 연말정산 소득공제 알아보기,전문_정보,연말정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,연말정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,1,92,121,4,23.0,4.636809247747852,44,16,9,6,0,8,0.36363636363636365,0.20454545454545456,0.13636363636363635,0.0,0.18181818181818182,0.17391304347826086,0.08695652173913043,2,0,4,0,0,0,0.043478260869565216
"[부자되'세'요] 2020년 연말정산, 달라진 혜택으로 세(稅)테크... ",전문_정보,부자되세요를 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,부자되세요를 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,1,95,125,4,23.75,4.322904116447646,49,19,11,4,1,8,0.3877551020408163,0.22448979591836735,0.08163265306122448,0.02040816326530612,0.16326530612244897,0.2,0.08421052631578947,2,0,4,0,0,0,0.042105263157894736
"2020년 연말정산 소득공제 총정리 (기간, 변경내용, 신용카드... ",전문_정보,"요즘 연말정산 때문에 생각이 많았는데, 직접 해보니 생각보다 어렵지 않았어요. 천천히 정리하니 마음도 조금 편해진 느낌입니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.",요즘 연말정산 때문에 생각이 많았는데 직접 해보니 생각보다 어렵지 않았어요. 천천히 정리하니 마음도 조금 편해진 느낌입니다. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,97,127,4,24.25,5.165994579942956,47,19,8,5,2,8,0.40425531914893614,0.1702127659574468,0.10638297872340426,0.0425531914893617,0.1702127659574468,0.1958762886597938,0.08247422680412371,1,0,4,0,0,0,0.041237113402061855
2020년 연말정산 소득공제 총정리!,전문_정보,"오늘은 연말정산에 대해 짧게 남겨봅니다. 큰 기대 없이 시작했는데 생각보다 만족스러웠고, 다음에도 비슷하게 해보고 싶어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.",오늘은 연말정산에 대해 짧게 남겨봅니다. 큰 기대 없이 시작했는데 생각보다 만족스러웠고 다음에도 비슷하게 해보고 싶어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요.,1,94,122,4,23.5,6.726812023536855,42,14,10,6,1,7,0.3333333333333333,0.23809523809523808,0.14285714285714285,0.023809523809523808,0.16666666666666666,0.14893617021276595,0.07446808510638298,2,0,4,0,0,0,0.0425531914893617
"2020년 연말정산 월세 소득공제, 자료제공 동의 방법",전문_정보,연말정산 월세를 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,연말정산 월세를 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,1,97,132,4,24.25,4.14578098794425,50,21,9,6,1,7,0.42,0.18,0.12,0.02,0.14,0.21649484536082475,0.07216494845360824,3,0,4,0,0,0,0.041237113402061855
2020년 연말정산 한시적으로 달라지는 신용카드소득공제,전문_정보,연말정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,연말정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,95,129,4,23.75,4.493050188902857,49,20,9,6,1,7,0.40816326530612246,0.1836734693877551,0.12244897959183673,0.02040816326530612,0.14285714285714285,0.21052631578947367,0.07368421052631578,3,0,4,0,0,0,0.042105263157894736
2020 연말정산 소득공제 홈택스 이용해서 미리보기 veiw,전문_정보,연말정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,연말정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,97,127,4,24.25,4.602988159880492,45,17,9,7,0,7,0.37777777777777777,0.2,0.15555555555555556,0.0,0.15555555555555556,0.17525773195876287,0.07216494845360824,3,0,4,0,0,0,0.041237113402061855
[안내] 2020년 연말정산 기부금영수증 발급,전문_정보,"오늘은 안내에 대해 짧게 남겨봅니다. 큰 기대 없이 시작했는데 생각보다 만족스러웠고, 다음에도 비슷하게 해보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.",오늘은 안내에 대해 짧게 남겨봅니다. 큰 기대 없이 시작했는데 생각보다 만족스러웠고 다음에도 비슷하게 해보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,92,120,4,23.0,7.176350047203662,42,14,10,6,1,7,0.3333333333333333,0.23809523809523808,0.14285714285714285,0.023809523809523808,0.16666666666666666,0.15217391304347827,0.07608695652173914,2,0,4,0,0,0,0.043478260869565216
미리보기' 2020년 연말정산 달라진 소득공제 - 신화회계법인... ,전문_정보,미리보기를 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,미리보기를 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,1,95,129,4,23.75,4.493050188902857,49,20,9,6,1,7,0.40816326530612246,0.1836734693877551,0.12244897959183673,0.02040816326530612,0.14285714285714285,0.21052631578947367,0.07368421052631578,3,0,4,0,0,0,0.042105263157894736
소득공제 (2020년 연말정산(2019년 귀속 근로소득) 적용... ,전문_정보,"오늘은 소득공제에 대해 짧게 남겨봅니다. 큰 기대 없이 시작했는데 생각보다 만족스러웠고, 다음에도 비슷하게 해보고 싶어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.",오늘은 소득공제에 대해 짧게 남겨봅니다. 큰 기대 없이 시작했는데 생각보다 만족스러웠고 다음에도 비슷하게 해보고 싶어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,1,96,125,4,24.0,6.59545297913646,46,16,11,4,2,8,0.34782608695652173,0.2391304347826087,0.08695652173913043,0.043478260869565216,0.17391304347826086,0.16666666666666666,0.08333333333333333,2,0,4,0,0,0,0.041666666666666664
2020년 귀속 연말정산 총정리,전문_정보,귀속을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,귀속을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요. 개인적으로는 너무 과하지 않은 점이 마음에 들었어요.,1,97,126,4,24.25,4.656984002549289,50,18,10,5,1,9,0.36,0.2,0.1,0.02,0.18,0.18556701030927836,0.09278350515463918,1,0,4,0,0,0,0.041237113402061855
"[2020 연말정산]연금계좌 세액공제(연금저축, IRP, 퇴직연금... ",전문_정보,"요즘 연말정산 때문에 생각이 많았는데, 직접 해보니 생각보다 어렵지 않았어요. 천천히 정리하니 마음도 조금 편해진 느낌입니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.",요즘 연말정산 때문에 생각이 많았는데 직접 해보니 생각보다 어렵지 않았어요. 천천히 정리하니 마음도 조금 편해진 느낌입니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,95,124,4,23.75,5.356071321407137,43,17,7,7,1,7,0.3953488372093023,0.16279069767441862,0.16279069767441862,0.023255813953488372,0.16279069767441862,0.17894736842105263,0.07368421052631578,1,0,4,0,0,0,0.042105263157894736
2020년 연말정산 기간과 달라진 점,전문_정보,"요즘 연말정산 때문에 생각이 많았는데, 직접 해보니 생각보다 어렵지 않았어요. 천천히 정리하니 마음도 조금 편해진 느낌입니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.",요즘 연말정산 때문에 생각이 많았는데 직접 해보니 생각보다 어렵지 않았어요. 천천히 정리하니 마음도 조금 편해진 느낌입니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,95,124,4,23.75,5.356071321407137,43,17,7,7,1,7,0.3953488372093023,0.16279069767441862,0.16279069767441862,0.023255813953488372,0.16279069767441862,0.17894736842105263,0.07368421052631578,1,0,4,0,0,0,0.042105263157894736
2020 기부금 영수증 발급 안내 | 연말정산 및 세액공제(적십자... ,전문_정보,"오늘은 기부금 영수증에 대해 짧게 남겨봅니다. 큰 기대 없이 시작했는데 생각보다 만족스러웠고, 다음에도 비슷하게 해보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.",오늘은 기부금 영수증에 대해 짧게 남겨봅니다. 큰 기대 없이 시작했는데 생각보다 만족스러웠고 다음에도 비슷하게 해보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,96,125,4,24.0,6.363961030678928,44,15,10,6,1,7,0.3409090909090909,0.22727272727272727,0.13636363636363635,0.022727272727272728,0.1590909090909091,0.15625,0.07291666666666667,2,0,4,0,0,0,0.041666666666666664
2020년 연말정산 부양가족 인적공제 아동복지법 위탁아동... ,전문_정보,연말정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,연말정산을 하면서 오랜만에 여유를 느꼈어요. 바쁜 와중에 잠깐 쉬어가는 시간이 생긴 것 같아서 꽤 괜찮은 하루였답니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요.,1,96,128,4,24.0,4.301162633521313,48,17,9,7,1,8,0.3541666666666667,0.1875,0.14583333333333334,0.020833333333333332,0.16666666666666666,0.17708333333333334,0.08333333333333333,2,0,4,0,0,0,0.041666666666666664
"2020년 출산휴가, 육아휴직급여 연말정산 모든것(feat.... ",전문_정보,"오늘은 출산휴가에 대해 짧게 남겨봅니다. 큰 기대 없이 시작했는데 생각보다 만족스러웠고, 다음에도 비슷하게 해보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.",오늘은 출산휴가에 대해 짧게 남겨봅니다. 큰 기대 없이 시작했는데 생각보다 만족스러웠고 다음에도 비슷하게 해보고 싶어요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,94,122,4,23.5,6.726812023536855,42,14,10,6,1,7,0.3333333333333333,0.23809523809523808,0.14285714285714285,0.023809523809523808,0.16666666666666666,0.14893617021276595,0.07446808510638298,2,0,4,0,0,0,0.0425531914893617
