title,category,content_raw,content_clean,is_ai,ai_type,char_count,raw_length,sentence_count,avg_sentence_len,sentence_len_std,total_tokens,noun_count,verb_count,adjective_count,adverb_count,josa_count,noun_ratio,verb_ratio,adjective_ratio,adverb_ratio,josa_ratio,noun_density,josa_density,friendly_ending_count,llm_style_count,period_count,exclamation_count,question_count,tilde_count,punctuation_ratio
[강남역 맛집] 쉐이크쉑 (SHAKE SHACK)- 쉑쉑버거 느끼하지만... ,맛집_리뷰,"쉐이크쉑 먹고 옴. 사람 많고 조금 정신없었지만 음식은 괜찮았다. 가격은 보통, 위치는 편한 편이라 약속 전후로 들르기 좋음. 사람이 좀 있어서 조용한 느낌은 아니었음. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다.",쉐이크쉑 먹고 옴. 사람 많고 조금 정신없었지만 음식은 괜찮았다. 가격은 보통 위치는 편한 편이라 약속 전후로 들르기 좋음. 사람이 좀 있어서 조용한 느낌은 아니었음. 사진은 몇 장 찍었는데 정리는 나중에 해야겠다.,1,AI_v2,90,120,5,18.0,5.366563145999495,48,21,4,8,0,10,0.4375,0.08333333333333333,0.16666666666666666,0.0,0.20833333333333334,0.23333333333333334,0.1111111111111111,0,0,5,0,0,0,0.05555555555555555
[강남역맛집] 5년단골 참치21의 맛있는 숙성참치파티 (feat.... ,맛집_리뷰,"강남역맛집 5년단골 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고, 다음에 근처 가면 또 들러보고 싶더라고요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.",강남역맛집 5년단골 다녀왔는데 생각보다 분위기가 편해서 좋았어요. 음식도 깔끔하게 나와서 부담 없이 먹기 괜찮았고 다음에 근처 가면 또 들러보고 싶더라고요. 처음 가보는 분들도 크게 부담 없이 즐길 수 있을 것 같아요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,1,AI_v1,117,154,4,29.25,5.539629951540085,55,23,8,8,2,6,0.41818181818181815,0.14545454545454545,0.14545454545454545,0.03636363636363636,0.10909090909090909,0.19658119658119658,0.05128205128205128,2,0,4,0,0,0,0.03418803418803419
"돌아왔다! 2020 연말정산 일정, 서류, 공제항목 총정리",전문_정보,"것도 좋지만, 받을 수 있는 세금은 꼭꼭 챙겨 받는 것이 좋겠죠. 오늘 알려드린 2020 연말정산 일정과 놓치기 쉬운 서류들! 그리고 2020년 변경되는 공제 항목 미리 확인하셔서 13월의 월급 꼭 받으시길 바랍니다.",것도 좋지만 받을 수 있는 세금은 꼭꼭 챙겨 받는 것이 좋겠죠. 오늘 알려드린 2020 연말정산 일정과 놓치기 쉬운 서류들! 그리고 2020년 변경되는 공제 항목 미리 확인하셔서 13월의 월급 꼭 받으시길 바랍니다.,0,Human,90,120,3,30.0,6.377042156569663,43,16,10,4,0,4,0.37209302325581395,0.23255813953488372,0.09302325581395349,0.0,0.09302325581395349,0.17777777777777778,0.044444444444444446,0,0,2,1,0,0,0.03333333333333333
[캐논 이야기] 2020년 달라진 연말정산 / 2020년 연말정산 / 2020... ,전문_정보,"직장인이라면 꼭 챙겨야 할 2020년 달라진 연말정산을 준비했습니다! #1 '연말정산' 이란? 국세청에서 1년 동안 거둬들인 근로소득세를 연말에 따져보고, 실소득보다 많은 세금을 냈으면 그만큼을 돌려주고... ",직장인이라면 꼭 챙겨야 할 2020년 달라진 연말정산을 준비했습니다! 연말정산 이란? 국세청에서 1년 동안 거둬들인 근로소득세를 연말에 따져보고 실소득보다 많은 세금을 냈으면 그만큼을 돌려주고.,0,Human,86,108,3,28.666666666666668,16.81930108205715,40,17,8,1,0,8,0.425,0.2,0.025,0.0,0.2,0.19767441860465115,0.09302325581395349,0,0,1,1,1,0,0.03488372093023256
아이폰11promax 기변 했어요내돈내산 자급제 꿀팁,상품_리뷰,"아이폰11promax 써봄. 기대만큼은 아니지만 못 쓸 정도도 아님. 간단하게 쓰기엔 괜찮고, 오래 쓰면 평가가 조금 달라질 수도. 시간 맞으면 한 번쯤 들를만함. 딱히 특별하진 않은데 기억은 남는 편이다. 다음엔 다른 메뉴도 봐야 할 듯.",아이폰11promax 써봄. 기대만큼은 아니지만 못 쓸 정도도 아님. 간단하게 쓰기엔 괜찮고 오래 쓰면 평가가 조금 달라질 수도. 시간 맞으면 한 번쯤 들를만함. 딱히 특별하진 않은데 기억은 남는 편이다. 다음엔 다른 메뉴도 봐야 할 듯.,1,AI_v2,100,133,6,16.666666666666668,4.189935029992179,53,18,11,6,1,8,0.33962264150943394,0.20754716981132076,0.11320754716981132,0.018867924528301886,0.1509433962264151,0.18,0.08,0,0,6,0,0,0,0.06
아이폰11 색상 내돈내산 퍼플 후기,상품_리뷰,"아이폰11 색상 써봄. 기대만큼은 아니지만 못 쓸 정도도 아님. 간단하게 쓰기엔 괜찮고, 오래 쓰면 평가가 조금 달라질 수도. 이런 곳도 있었네 싶었다. 딱히 특별하진 않은데 기억은 남는 편이다. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편.",아이폰11 색상 써봄. 기대만큼은 아니지만 못 쓸 정도도 아님. 간단하게 쓰기엔 괜찮고 오래 쓰면 평가가 조금 달라질 수도. 이런 곳도 있었네 싶었다. 딱히 특별하진 않은데 기억은 남는 편이다. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편.,1,AI_v2,99,134,6,16.5,4.9916597106239795,52,18,9,9,1,8,0.34615384615384615,0.17307692307692307,0.17307692307692307,0.019230769230769232,0.15384615384615385,0.18181818181818182,0.08080808080808081,0,0,6,0,0,0,0.06060606060606061
[내돈내산] 아이폰11프로 파워서포트 에어자켓 &amp; 안티글레어... ,상품_리뷰,아이폰11프로를 사용한 지 두 달 정도 됐는데 짧은 기간동안 다양한 종류의 케이스와 필름을 써봤지만... 파워서포트는 지난 10년간 아이폰을 쓰면서 가장 만족스러웠던 브랜드에요. 다소 비싼 가격이지만... ,아이폰11프로를 사용한 지 두 달 정도 됐는데 짧은 기간동안 다양한 종류의 케이스와 필름을 써봤지만. 파워서포트는 지난 10년간 아이폰을 쓰면서 가장 만족스러웠던 브랜드에요. 다소 비싼 가격이지만.,0,Human,86,110,3,28.666666666666668,13.816254517375139,44,19,5,4,0,10,0.4318181818181818,0.11363636363636363,0.09090909090909091,0.0,0.22727272727272727,0.22093023255813954,0.11627906976744186,0,0,3,0,0,0,0.03488372093023256
2019년 4월의 일상_늦게 쓰는 4월 일기,맛집_리뷰,웃겼을듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ #강남역맛집 #강남맛집 우리가 간 곳은 라공방 강남2호점! 역시 맛집답게 웨이팅 장난아니었구 좀 기다리다가 들어갔다 배고프니까 빠르게 재료 쓸어담고 세팅하다보면... ,웃겼을듯 우리가 간 곳은 라공방 강남2호점! 역시 맛집답게 웨이팅 장난아니었구 좀 기다리다가 들어갔다 배고프니까 빠르게 재료 쓸어담고 세팅하다보면.,0,Human,65,82,2,32.5,13.5,35,15,6,3,0,5,0.42857142857142855,0.17142857142857143,0.08571428571428572,0.0,0.14285714285714285,0.23076923076923078,0.07692307692307693,0,0,1,1,0,0,0.03076923076923077
"&quot; 2020년 연말정산 &quot; 소득공제, 세액공제, 연말정산 간소화... ",전문_정보,단위로 정산하는 것이 연말정산이에요! 그렇다면 한 달에 한 번씩 월급에서 미리 세금을 징수해서... 2020년 연말정산 소득공제 소득공제는 과세의 대상이 되는 소득 중에 일정 금액을 공제해주는 것으로... ,단위로 정산하는 것이 연말정산이에요! 그렇다면 한 달에 한 번씩 월급에서 미리 세금을 징수해서. 2020년 연말정산 소득공제 소득공제는 과세의 대상이 되는 소득 중에 일정 금액을 공제해주는 것으로.,0,Human,85,110,3,28.333333333333332,11.440668201153676,45,21,6,1,0,12,0.4666666666666667,0.13333333333333333,0.022222222222222223,0.0,0.26666666666666666,0.24705882352941178,0.1411764705882353,0,0,2,1,0,0,0.03529411764705882
2020 기부금 영수증 발급 안내 | 연말정산 및 세액공제(적십자... ,전문_정보,국세청 홈택스 대한적십자사 홈페이지 (정기후원자) 2020년 1월 15일 이후부터 확인이 가능합니다.... 가기 ▼ #대한적십자사 #적십자 #후원 #기부금 #기부금영수증 #기부금공제 #연말정산 #세액공제 #소득공제... ,국세청 홈택스 대한적십자사 홈페이지 정기후원자 2020년 1월 15일 이후부터 확인이 가능합니다. 가기,0,Human,46,57,2,23.0,20.5,18,9,0,1,0,2,0.5,0.0,0.05555555555555555,0.0,0.1111111111111111,0.1956521739130435,0.043478260869565216,0,0,1,0,0,0,0.021739130434782608
[식사일기] 서촌레이어드 카페부터 강남역맛집까지 2019년... ,맛집_리뷰,ㅎㅎ 강남역에 있는 돈까스 집철판치즈 돈까스 &amp; 김치치즈 돈까스 덮밥 김치치즈 덮밥이 내 취향저격 ㅎㅁㅎ 순대야채곱창 &amp; 알곱창 양념이 불에 익을수록 더더 맛있어졌다 미역국&amp; 계란찜도 모두 합격 2019년도... ,강남역에 있는 돈까스 집철판치즈 돈까스 김치치즈 돈까스 덮밥 김치치즈 덮밥이 내 취향저격 순대야채곱창 알곱창 양념이 불에 익을수록 더더 맛있어졌다 미역국 계란찜도 모두 합격 2019년도.,0,Human,81,104,1,81.0,0.0,41,28,3,2,0,5,0.6829268292682927,0.07317073170731707,0.04878048780487805,0.0,0.12195121951219512,0.345679012345679,0.06172839506172839,0,0,1,0,0,0,0.012345679012345678
"내돈내산 아이폰11pro 256기가,아이폰11프로 실버",상품_리뷰,원래 아이폰을 쓰던 유저로서 맘에 들고 큰 불만족은 없다 오래오래 나랑 잘 지내보쟈 여기서부턴 11프로로 찍어본 사진들!! 화질이 미쳤다 ㅠㅠ 7쓰다가 일레븐프로쓰니까 진짜 화질 그저 빛.. #아이폰11... ,원래 아이폰을 쓰던 유저로서 맘에 들고 큰 불만족은 없다 오래오래 나랑 잘 지내보쟈 여기서부턴 11프로로 찍어본 사진들! 화질이 미쳤다 7쓰다가 일레븐프로쓰니까 진짜 화질 그저 빛.,0,Human,77,101,2,38.5,12.5,43,18,9,2,1,6,0.4186046511627907,0.20930232558139536,0.046511627906976744,0.023255813953488372,0.13953488372093023,0.23376623376623376,0.07792207792207792,0,0,1,1,0,0,0.025974025974025976
2019년 10월 어제자(feat.강남역동경야시장),맛집_리뷰,근처에서 밥 먹을 곳 찾다가 10월에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,근처에서 밥 먹을 곳 찾다가 10월에 들렀어요. 맛이 자극적이지 않고 양도 적당해서 만족했답니다. 웨이팅만 조금 피하면 더 좋을 것 같아요. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 기대보다 편하게 즐길 수 있어서 만족스러운 시간이었답니다.,1,AI_v1,106,138,5,21.2,2.9257477676655586,49,16,8,9,0,8,0.32653061224489793,0.16326530612244897,0.1836734693877551,0.0,0.16326530612244897,0.1509433962264151,0.07547169811320754,3,0,5,0,0,0,0.04716981132075472
연말정산으로 세테크! 2020년 달라진 공제 항목 알아보기,전문_정보,"↓ 2020년 연말정산 간소화 서비스 확인하기 ↓ https://www.hometax.go.kr/ui/pp/yrs_index.html?isCdn=Y&amp;ST1BOX=1&amp;ND2BOX=2 2020년 연말정산, 달라진 공제 항목을 꼼꼼히 확인하고 모두 13월의 월급 챙겨보아요! #Everyday Nais... ",2020년 연말정산 간소화 서비스 확인하기 2020년 연말정산 달라진 공제 항목을 꼼꼼히 확인하고 모두 13월의 월급 챙겨보아요! Nais.,0,Human,62,78,2,31.0,26.0,25,11,3,1,0,3,0.44,0.12,0.04,0.0,0.12,0.1774193548387097,0.04838709677419355,0,0,1,1,0,0,0.03225806451612903
[ 내돈내산 ] 아이폰 11 실리콘케이스,상품_리뷰,"아이폰 써봄. 기대만큼은 아니지만 못 쓸 정도도 아님. 간단하게 쓰기엔 괜찮고, 오래 쓰면 평가가 조금 달라질 수도. 기대치를 낮추고 가면 무난한 정도. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 시간 맞으면 한 번쯤 들를만함.",아이폰 써봄. 기대만큼은 아니지만 못 쓸 정도도 아님. 간단하게 쓰기엔 괜찮고 오래 쓰면 평가가 조금 달라질 수도. 기대치를 낮추고 가면 무난한 정도. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편. 시간 맞으면 한 번쯤 들를만함.,1,AI_v2,94,128,6,15.666666666666666,5.705747589541231,53,21,10,5,1,8,0.39622641509433965,0.18867924528301888,0.09433962264150944,0.018867924528301886,0.1509433962264151,0.22340425531914893,0.0851063829787234,0,0,6,0,0,0,0.06382978723404255
[강남역 맛집] 떡볶이무한리필 즉석떡볶이 '두끼 강남점' 가격인상,맛집_리뷰,떡볶이무한리필 즉석떡볶이 기록. 자리 간격은 넓진 않았고 음식은 바로 먹기 괜찮았다. 막 특별하진 않은데 배고플 때 들르면 나쁘지 않은 정도. 급하게 정한 일정치고는 나쁘지 않았다. 엄청난 건 아니고 그냥 기록용.,떡볶이무한리필 즉석떡볶이 기록. 자리 간격은 넓진 않았고 음식은 바로 먹기 괜찮았다. 막 특별하진 않은데 배고플 때 들르면 나쁘지 않은 정도. 급하게 정한 일정치고는 나쁘지 않았다. 엄청난 건 아니고 그냥 기록용.,1,AI_v2,90,119,5,18.0,3.8987177379235853,42,18,5,9,0,4,0.42857142857142855,0.11904761904761904,0.21428571428571427,0.0,0.09523809523809523,0.2,0.044444444444444446,0,0,5,0,0,0,0.05555555555555555
개정된 2020년 &quot;연말정산 소득공제&quot; 모두보기...,전문_정보,개정된은 생각보다 시간이 걸렸다. 중간에 귀찮아서 멈출까 했는데 일단 끝내긴 함. 다음엔 조금 더 빨리 할 수 있을 듯. 다음엔 다른 메뉴도 봐야 할 듯. 다음엔 다른 메뉴도 봐야 할 듯. 딱히 특별하진 않은데 기억은 남는 편이다.,개정된은 생각보다 시간이 걸렸다. 중간에 귀찮아서 멈출까 했는데 일단 끝내긴 함. 다음엔 조금 더 빨리 할 수 있을 듯. 다음엔 다른 메뉴도 봐야 할 듯. 다음엔 다른 메뉴도 봐야 할 듯. 딱히 특별하진 않은데 기억은 남는 편이다.,1,AI_v2,93,129,6,15.5,2.6299556396765835,54,21,12,4,1,10,0.3888888888888889,0.2222222222222222,0.07407407407407407,0.018518518518518517,0.18518518518518517,0.22580645161290322,0.10752688172043011,0,0,6,0,0,0,0.06451612903225806
강남역 맛집  한성 돈까스 서울 돈까스 추천 신사 맛집,맛집_리뷰,그래서 가야 될 맛집 리스트에 올렸는데 2019년 9월 가격표입니다. 위에 가격표는 작년 9월에 방문했던... 돈까스 맛 집들이 더욱 궁금해지는 이유다. 정돈 강남점 방문기 입니다. 돈까스 좋아하신 다면 클릭... ,그래서 가야 될 맛집 리스트에 올렸는데 2019년 9월 가격표입니다. 위에 가격표는 작년 9월에 방문했던. 돈까스 맛 집들이 더욱 궁금해지는 이유다. 정돈 강남점 방문기 입니다. 돈까스 좋아하신 다면 클릭.,0,Human,88,115,5,17.6,6.6211781428987395,42,20,3,4,1,4,0.47619047619047616,0.07142857142857142,0.09523809523809523,0.023809523809523808,0.09523809523809523,0.22727272727272727,0.045454545454545456,0,0,5,0,0,0,0.056818181818181816
2020년 귀속 연말정산 달라진점 그리고 자동계산 엑셀 파일,전문_정보,"2020년도 귀속 연말정산 개정 세법 주요 내용 1. 근로소득공제 총 급여 3억 6,250만원 초과자 추가 총급여 3억 6,250만원 초과자의 근로소득공제액 추가되었습니다. 기존 : 1억초과자 급여액의 2% 공제 변경... ",2020년도 귀속 연말정산 개정 세법 주요 내용 1. 근로소득공제 총 급여 3억 6 250만원 초과자 추가 총급여 3억 6 250만원 초과자의 근로소득공제액 추가되었습니다. 기존 1억초과자 급여액의 2 공제 변경.,0,Human,91,119,3,30.333333333333332,15.456030825826172,44,23,1,0,0,2,0.5227272727272727,0.022727272727272728,0.0,0.0,0.045454545454545456,0.25274725274725274,0.02197802197802198,0,0,3,0,0,0,0.03296703296703297
아이폰11 케이스후기- 제로스킨 시그니쳐6,상품_리뷰,"아이폰11 케이스후기는 가볍게 써보기 좋은 제품이었어요. 기대를 너무 크게 하지 않으면 만족도가 높고, 실사용 기준으로는 꽤 괜찮게 느껴졌답니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.",아이폰11 케이스후기는 가볍게 써보기 좋은 제품이었어요. 기대를 너무 크게 하지 않으면 만족도가 높고 실사용 기준으로는 꽤 괜찮게 느껴졌답니다. 짧게 들렀지만 생각보다 알차게 시간을 보냈어요. 다음에는 조금 더 여유 있게 다시 가보고 싶어요.,1,AI_v1,104,135,4,26.0,6.745368781616021,48,19,9,7,1,7,0.3958333333333333,0.1875,0.14583333333333334,0.020833333333333332,0.14583333333333334,0.18269230769230768,0.0673076923076923,1,0,4,0,0,0,0.038461538461538464
[강남역맛집]60년전통신촌황소곱창,맛집_리뷰,2019년 2월 28일 #미세먼지심한날 일찍 퇴근하여 감수와 #강남역 #급만남 뭐 먹을까하다가 먹고싶었던... #곱창여신 #마마무화사 그냥 들어왔는데 알고보니 #망고플레이트맛집 #강남곱창맛집 #난소주와사이다... ,2019년 2월 28일 일찍 퇴근하여 감수와 뭐 먹을까하다가 먹고싶었던. 그냥 들어왔는데 알고보니,0,Human,43,54,2,21.5,10.0,18,6,6,0,0,2,0.3333333333333333,0.3333333333333333,0.0,0.0,0.1111111111111111,0.13953488372093023,0.046511627906976744,0,0,1,0,0,0,0.023255813953488372
케이스티파이(CASETiFY) 아이폰11 Pro 케이스 구매하기,상품_리뷰,"저는 지난 금요일에 주문을 했는데, 아직 도착하지 않았어요ㅠ 폰도 오늘 저녁에 받을 수 있어서 도착하면 다시 한 번 후기 남기도록 할께요!! #내돈내산 #케이스티파이 #아이폰11프로케이스",저는 지난 금요일에 주문을 했는데 아직 도착하지 않았어요 폰도 오늘 저녁에 받을 수 있어서 도착하면 다시 한 번 후기 남기도록 할께요!,0,Human,55,75,1,55.0,0.0,29,13,8,1,1,5,0.4482758620689655,0.27586206896551724,0.034482758620689655,0.034482758620689655,0.1724137931034483,0.23636363636363636,0.09090909090909091,0,0,0,1,0,0,0.01818181818181818
"아이폰11pro 폰케이스 , 내돈내산 아칸케이스 에서 구입했어요!",상품_리뷰,"아이폰11pro 폰케이스를 며칠 써봤다. 기능은 평범하지만 안정적이고, 크게 거슬리는 부분은 없었다. 필요한 사람한테는 괜찮은 선택일 듯. 엄청난 건 아니고 그냥 기록용. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편.",아이폰11pro 폰케이스를 며칠 써봤다. 기능은 평범하지만 안정적이고 크게 거슬리는 부분은 없었다. 필요한 사람한테는 괜찮은 선택일 듯. 엄청난 건 아니고 그냥 기록용. 가격은 막 싸진 않았고 위치는 찾기 쉬운 편.,1,AI_v2,92,120,5,18.4,4.31740662898458,49,21,6,7,0,7,0.42857142857142855,0.12244897959183673,0.14285714285714285,0.0,0.14285714285714285,0.22826086956521738,0.07608695652173914,0,0,5,0,0,0,0.05434782608695652
"내돈내산 , 부산 초량 ㅂㄱㅂㄷㅅ 근처 성지에서 아이폰 11... ",상품_리뷰,"아이폰 11, 128G 출고가 약 1060000원 0플랜 라지 사용 기준 선택약정을 해도 한달 요금 약 , 11만원 가족결합할인 카드할인 추가로 해도 ,, 큰 부담 ! ㅠㅠ 아이폰은 공시지원금 , 추가 할인 , 페이백이 거의 없데요... ",아이폰 11 128G 출고가 약 1060000원 0플랜 라지 사용 기준 선택약정을 해도 한달 요금 약 11만원 가족결합할인 카드할인 추가로 해도 큰 부담 ! 아이폰은 공시지원금 추가 할인 페이백이 거의 없데요.,0,Human,88,117,2,44.0,21.0,47,27,1,1,0,5,0.574468085106383,0.02127659574468085,0.02127659574468085,0.0,0.10638297872340426,0.3068181818181818,0.056818181818181816,0,0,1,1,0,0,0.022727272727272728
아이폰12pro 퍼시픽블루 언박싱 + 종료 방법 ( 내돈내산... ,상품_리뷰,[ 아이폰12 ] 아이폰12pro 퍼시픽블루 언박싱 + 종료 방법 ( 내돈내산 개봉기 ) 사전예약했던 아이폰 계속 미뤄지다가 11월 중순에야 받았어요! (인스타는 바로 올렸는데 블로그엔 이제서야 올리네요 ㅋㅋ) 뭐... ,아이폰12pro 퍼시픽블루 언박싱 종료 방법 내돈내산 개봉기 사전예약했던 아이폰 계속 미뤄지다가 11월 중순에야 받았어요! 인스타는 바로 올렸는데 블로그엔 이제서야 올리네요 뭐.,0,Human,79,99,2,39.5,15.5,35,19,6,0,0,3,0.5428571428571428,0.17142857142857143,0.0,0.0,0.08571428571428572,0.24050632911392406,0.0379746835443038,0,0,1,1,0,0,0.02531645569620253
[강남역 맛집] 크림카레우동이 맛있는 “토끼정”,맛집_리뷰,"메뉴 하나하나 평타 이상인 맛집 안녕하세요 오늘은 강남에 있는 &quot;토끼정&quot;을 소개할게요! 매일 12:00 - 22... 2019년 개강이 시작되는데, 서울에 올라온 새내기들이 이 맛집을 꼭 들렸으면 좋겠네요! 지금까지... ",메뉴 하나하나 평타 이상인 맛집 안녕하세요 오늘은 강남에 있는 토끼정을 소개할게요! 매일 12 00 22. 2019년 개강이 시작되는데 서울에 올라온 새내기들이 이 맛집을 꼭 들렸으면 좋겠네요! 지금까지.,0,Human,88,114,4,22.0,15.083103128998356,44,20,4,3,0,8,0.45454545454545453,0.09090909090909091,0.06818181818181818,0.0,0.18181818181818182,0.22727272727272727,0.09090909090909091,0,0,2,2,0,0,0.045454545454545456
2020년 연말정산을 준비 하기 필요한 것들...,전문_정보,연말정산을 준비를 하면서 생각보다 시간이 빨리 갔다. 중간중간 딴짓도 했지만 마무리는 했다. 그냥 소소한 기록으로 남김. 급하게 정한 일정치고는 나쁘지 않았다. 딱히 특별하진 않은데 기억은 남는 편이다. 사람이 좀 있어서 조용한 느낌은 아니었음.,연말정산을 준비를 하면서 생각보다 시간이 빨리 갔다. 중간중간 딴짓도 했지만 마무리는 했다. 그냥 소소한 기록으로 남김. 급하게 정한 일정치고는 나쁘지 않았다. 딱히 특별하진 않은데 기억은 남는 편이다. 사람이 좀 있어서 조용한 느낌은 아니었음.,1,AI_v2,105,137,6,17.5,3.2015621187164243,54,17,8,8,1,13,0.3148148148148148,0.14814814814814814,0.14814814814814814,0.018518518518518517,0.24074074074074073,0.1619047619047619,0.12380952380952381,0,0,6,0,0,0,0.05714285714285714
아이폰11 링케퓨전 케이스... 블루라이트필름 내돈내산 후기,상품_리뷰,"아이폰11 케이스, 블루라이트필름 후기 안녕하세요~ 이번에 핸드폰을 바꿔서 아이폰11을 구매했는데요 핸드폰을 구매할 때 같이 구매해야 하는 필수품!! 케이스와 필름지를 구매했어요~ (실제 제 돈 주고 산 구매... ",아이폰11 케이스 블루라이트필름 후기 안녕하세요~ 이번에 핸드폰을 바꿔서 아이폰11을 구매했는데요 핸드폰을 구매할 때 같이 구매해야 하는 필수품! 케이스와 필름지를 구매했어요~ 실제 제 돈 주고 산 구매.,0,Human,89,114,2,44.5,20.5,44,23,8,1,1,5,0.5227272727272727,0.18181818181818182,0.022727272727272728,0.022727272727272728,0.11363636363636363,0.25842696629213485,0.056179775280898875,1,0,1,1,0,2,0.0449438202247191
[강남역 맛집/강남역 파스타] 이름없는파스타 강남역점,맛집_리뷰,"1.0 방문일자 : 2019년 10월 15일 2.0 음식점 명 : 이름없는파스타 강남역점 3.0 메뉴 : 파스타 7,200~ 3.1 멘타이코 까르보나라 8,200 3.2 버터명란마요 알리오 세트 11,500 - 구성: 파스타, 크로와상, 샐러드, 음료 3.3... ",1.0 방문일자 2019년 10월 15일 2.0 음식점 명 이름없는파스타 강남역점 3.0 메뉴 파스타 7 200~ 3.1 멘타이코 까르보나라 8 200 3.2 버터명란마요 알리오 세트 11 500 구성 파스타 크로와상 샐러드 음료 3.3.,0,Human,102,133,7,14.571428571428571,9.882988889387416,43,22,0,1,0,1,0.5116279069767442,0.0,0.023255813953488372,0.0,0.023255813953488372,0.21568627450980393,0.00980392156862745,0,0,7,0,0,1,0.0784313725490196
"2020년 연말정산, 지금부터 계획해야 성공한다",전문_정보,연말정산 관련해서 소소하게 기록해봤어요. 특별한 일은 아니었지만 막상 지나고 보니 은근 기억에 남아서 이렇게 남겨두고 싶더라고요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,연말정산 관련해서 소소하게 기록해봤어요. 특별한 일은 아니었지만 막상 지나고 보니 은근 기억에 남아서 이렇게 남겨두고 싶더라고요. 사진으로 남겨두기에도 괜찮아서 기억에 오래 남을 것 같아요. 전체적으로 무난하면서도 기분 좋게 마무리할 수 있었어요.,1,AI_v1,108,138,4,27.0,6.892024376045111,50,18,10,7,2,8,0.36,0.2,0.14,0.04,0.16,0.16666666666666666,0.07407407407407407,2,0,4,0,0,0,0.037037037037037035
[내돈내산 메종키츠네 폰케이스추천]-신상 아이폰11프로... ,상품_리뷰,ssf샵에서 아이폰8과 아이폰11pro 메종키츠네 폰케이스를 5프로 할인된가격으로 9만원에 살수있다 ssf샵에서 아이폰8 메종키츠네 그린은 사십프로 할인중이다 (다시 들어가니까 품절됨) 아이폰8... ,ssf샵에서 아이폰8과 아이폰11pro 메종키츠네 폰케이스를 5프로 할인된가격으로 9만원에 살수있다 ssf샵에서 아이폰8 메종키츠네 그린은 사십프로 할인중이다 다시 들어가니까 품절됨 아이폰8.,0,Human,89,107,1,89.0,0.0,45,22,3,1,0,6,0.4888888888888889,0.06666666666666667,0.022222222222222223,0.0,0.13333333333333333,0.24719101123595505,0.06741573033707865,0,0,1,0,0,0,0.011235955056179775
아이폰11프로케이스 추천 : 케이스티파이 Pangram... ,상품_리뷰,"아이폰11프로케이스 케이스티파이를 며칠 써봤다. 기능은 평범하지만 안정적이고, 크게 거슬리는 부분은 없었다. 필요한 사람한테는 괜찮은 선택일 듯. 사람이 좀 있어서 조용한 느낌은 아니었음. 엄청난 건 아니고 그냥 기록용.",아이폰11프로케이스 케이스티파이를 며칠 써봤다. 기능은 평범하지만 안정적이고 크게 거슬리는 부분은 없었다. 필요한 사람한테는 괜찮은 선택일 듯. 사람이 좀 있어서 조용한 느낌은 아니었음. 엄청난 건 아니고 그냥 기록용.,1,AI_v2,96,122,5,19.2,4.707440918375928,49,22,4,9,0,7,0.4489795918367347,0.08163265306122448,0.1836734693877551,0.0,0.14285714285714285,0.22916666666666666,0.07291666666666667,0,0,5,0,0,0,0.052083333333333336
강남역맛집 인기명 역삼본점 조갈찜 토토가 연말모임 회식장소,맛집_리뷰,오늘은 올만에 #강남역맛집 을 소개시켜드리려고해요!~~ 너무 올만이다 강남역!~ㅋㅋㅋㅋ 20년지기... 같다는 생각이 드네요!~~~ 2019년엔 소중한 사람들을 더 자주만나는 그런날들이 더 많아지길 소원하며!~~~,오늘은 올만에 을 소개시켜드리려고해요!~ 너무 올만이다 강남역!~ 20년지기. 같다는 생각이 드네요!~ 2019년엔 소중한 사람들을 더 자주만나는 그런날들이 더 많아지길 소원하며!~,0,Human,82,101,6,13.666666666666666,10.605292179955356,43,13,6,2,1,8,0.3023255813953488,0.13953488372093023,0.046511627906976744,0.023255813953488372,0.18604651162790697,0.15853658536585366,0.0975609756097561,1,0,1,4,0,4,0.10975609756097561
